CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
2628	2874	116	0.9032	2.016
2874	2954	116	0.8891	-18.011
904	2470	116	0.8869	-42.010
723	802	116	0.9076	14.016
1527	2985	116	0.946	-28.031
3889	8185	116	0.9436	17.027
2535	8185	116	0.9079	-170.093
2523	13987	116	0.8826	166.174
2523	2985	116	0.9267	-2.016
802	2535	116	0.8876	68.062
318	1993	116	0.9499	-14.016
751	2535	116	0.8885	-74.037
2830	2986	116	0.91	17.026
2738	2919	116	0.9454	17.027
802	879	116	0.9486	-17.027
1527	2470	116	0.8941	196.219
2470	2523	116	0.9047	-222.235
2720	2954	116	0.9677	17.027
879	2555	116	0.8843	142.100
2719	2874	116	0.9182	-23.999
2916	2954	116	0.9347	2.016
2628	2926	116	0.9001	4.032
2535	2986	116	0.9109	14.015
2919	2954	116	0.9247	-2.016
904	3889	116	0.8969	-170.093
2954	8156	116	0.9039	24.000
2523	2738	116	0.8958	4.031
1527	2738	116	0.8816	-21.984
2470	2964	116	0.8909	-32.027
2919	9860	116	0.8853	2.015
2470	2944	116	0.9295	-74.036
2874	2926	116	0.9193	2.016
2720	2738	116	0.9215	2.017
2470	13987	116	0.8856	-56.061
2535	3889	116	0.8846	-187.120
2719	2892	116	0.8991	14.014
751	802	116	0.8938	-142.099
2628	2866	116	0.9018	-74.037
1527	13987	116	0.885	140.158
904	2830	116	0.9307	14.016
1527	8156	116	0.9462	17.026
879	3777	116	0.9018	-14.016
723	3777	116	0.9618	-17.027
2719	2926	116	0.8995	-21.983
751	1993	116	0.8855	3.995
2964	3889	116	0.8918	-96.056
5538	7185	118	0.955	0.001
7418	7443	119	0.8961	-16.031
8480	8553	121	1.0	0.018
1356	1361	124	0.8173	0.082
1361	6934	124	0.7962	-0.071
370	1356	124	0.8283	-0.048
370	1361	124	0.802	0.034
8880	9145	127	0.843	2.015
8899	9145	127	0.7776	-82.042
8797	8899	127	0.948	68.063
8797	8843	127	0.9295	9.985
8797	8880	127	0.9333	-15.994
8796	8899	127	0.8583	-9.985
8906	9060	127	0.8451	9.984
8839	8880	127	0.9293	18.011
8880	9076	127	0.9015	9.984
8839	9145	127	0.7971	20.026
8789	8899	127	0.8964	300.100
8797	8839	127	0.8721	-34.005
8796	8902	127	0.8688	-290.114
8797	9145	127	0.8257	-13.979
8796	9076	127	0.7946	-84.058
8796	8843	127	0.8895	-68.063
8839	8906	127	0.8061	68.063
8839	8899	127	0.8174	102.068
8880	8899	127	0.8988	84.057
1693	6825	129	0.8336	5.005
1693	3983	129	0.8135	18.011
5957	7168	129	0.8	-0.017
1693	5283	129	0.8061	0.000
836	6825	129	0.8571	41.027
836	7168	129	0.8888	-0.017
7664	7867	131	0.82	-0.001
7664	12553	131	0.782	-29.975
4855	5480	133	0.8783	77.046
4865	5447	133	0.8902	24.984
4865	5473	133	0.9275	42.010
4865	5480	133	0.8876	60.020
4855	5447	133	0.898	42.011
5447	5473	133	0.8882	17.026
5447	5480	133	0.9432	35.036
4855	5473	133	0.9084	59.037
4855	4865	133	0.9433	17.026
5473	5480	133	0.9006	18.010
1743	9342	134	0.7076	349.055
10826	10895	135	0.7298	-356.691
10826	11018	135	0.7019	-454.739
4000	10826	135	0.7191	-160.509
7194	11018	135	0.7006	87.021
7177	7194	135	0.7805	-41.028
10826	10996	135	0.7966	-0.501
7177	11018	135	0.7298	45.993
9329	10826	135	0.7226	273.689
351	9829	136	0.9046	-41.026
1370	9791	136	0.8977	-26.017
206	9791	136	0.8894	-2.018
9788	9792	136	0.8946	0.000
2	74	136	0.9291	42.011
74	206	136	0.9332	18.010
9784	9792	136	0.8917	42.011
9791	14169	136	0.894	42.013
206	9787	136	0.8854	-2.015
9791	9826	136	0.9215	42.010
74	1385	136	0.8999	60.022
9786	9805	136	0.9398	42.011
9788	9829	136	0.8891	-83.037
324	1370	136	0.9339	-0.002
9806	9826	136	0.8935	-104.029
143	206	136	0.9027	18.011
1370	9826	136	0.8945	15.993
324	14169	136	0.8831	15.995
143	205	136	0.9639	0.001
9784	9788	136	0.8823	42.011
9788	9826	136	0.8954	-62.019
2	206	136	0.9299	60.021
143	9791	136	0.8809	15.993
205	1385	136	0.8926	60.022
324	9791	136	0.9011	-26.018
143	1385	136	0.9004	60.023
9784	9789	136	0.9004	-63.011
9787	9791	136	0.8872	-0.002
9788	9806	136	0.913	42.010
324	9826	136	0.8991	15.991
324	9812	136	0.8859	265.608
74	143	136	0.9156	-0.001
205	206	136	0.8905	18.010
9791	9812	136	0.8806	291.627
2	205	136	0.9133	42.011
2	143	136	0.915	42.010
9784	9805	136	0.888	-15.995
5196	9786	136	0.884	-0.002
74	205	136	0.9058	-0.000
963	14081	137	0.8491	13.979
510	2133	137	0.854	18.010
529	673	137	0.9686	-14.015
14437	14446	137	0.8547	-14.015
510	673	137	0.8591	-14.016
732	963	137	0.9367	0.001
271	1124	137	0.9293	15.995
732	14082	137	0.9487	14.016
529	5138	137	0.8556	14.017
519	633	137	0.8483	-18.010
2133	14801	137	0.9164	0.001
732	14120	137	0.9189	14.016
633	5138	137	0.8591	28.032
1023	14149	137	0.8616	14.016
529	14801	137	0.8923	18.012
963	966	137	0.8536	-0.035
510	13821	137	0.8552	-18.011
966	5033	137	0.8414	18.008
673	14189	137	0.8403	14.014
673	2133	137	0.8719	32.026
14082	14149	137	0.8421	18.011
510	1389	137	0.863	-2.015
963	14082	137	0.9058	14.015
1124	5138	137	0.8605	-30.010
14189	14446	137	0.8681	-13.978
510	633	137	0.9087	-14.016
966	2133	137	0.8575	2.014
510	14801	137	0.8589	18.011
14120	14149	137	0.8442	18.011
673	14801	137	0.8998	32.027
14082	14401	137	0.8931	1.979
1124	7488	137	0.843	-30.010
963	1023	137	0.8862	18.010
510	7488	137	0.8792	14.016
510	966	137	0.8686	15.996
2133	7488	137	0.8406	-3.994
510	529	137	0.9129	-0.001
14081	14082	137	0.8457	0.036
14120	14401	137	0.8706	1.979
529	7488	137	0.9474	14.017
510	5138	137	0.9359	14.016
2133	14401	137	0.8604	14.017
732	1023	137	0.8617	18.011
966	14081	137	0.91	14.014
963	14401	137	0.8669	15.995
963	14120	137	0.897	14.015
2133	5033	137	0.8407	15.994
633	673	137	0.9236	0.000
673	7488	137	0.841	28.032
14401	14801	137	0.8459	-14.015
529	2133	137	0.8731	18.011
7488	14801	137	0.8608	3.995
5138	7488	137	0.9028	-0.000
732	742	137	0.8544	-0.995
732	14401	137	0.8715	15.996
633	2133	137	0.847	32.026
529	633	137	0.9188	-14.015
14082	14120	137	0.9309	0.000
13631	13644	138	0.9516	-162.052
13631	13660	138	0.9116	15.995
8036	12707	139	0.7955	27.995
8044	12707	139	0.8242	45.021
12689	12707	139	0.7495	73.052
8044	12695	139	0.7262	-96.057
12727	12766	139	0.7042	-128.083
12698	12705	139	0.9345	-14.015
12707	12712	139	0.779	-13.980
12712	12727	139	0.9004	-17.026
8044	12766	139	0.7563	-114.068
12692	12698	139	0.957	-17.027
8044	12698	139	0.9282	-14.016
8036	12692	139	0.879	-14.016
12699	12705	139	0.9571	-17.026
8044	12727	139	0.8866	14.015
12695	12704	139	0.9402	-17.027
12689	12695	139	0.7542	-68.026
12698	12704	139	0.7024	-99.068
8036	12699	139	0.864	-28.031
8036	12695	139	0.7281	-113.084
12695	12712	139	0.7517	127.099
8036	12712	139	0.8936	14.015
12695	12752	139	0.8462	-114.068
12752	12766	139	0.7268	96.058
8036	8044	139	0.9293	-17.026
8044	12704	139	0.8123	-113.084
8044	12689	139	0.887	-28.031
8044	12705	139	0.9175	-28.031
12705	12727	139	0.7133	42.046
12692	12699	139	0.9159	-14.016
12698	12727	139	0.7184	28.031
8036	12689	139	0.7997	-45.057
4533	4643	140	0.9501	-0.503
4450	4643	140	0.9494	379.682
4450	4533	140	0.9406	380.184
4399	4450	140	0.8907	-0.995
1624	11349	140	0.9294	0.000
4399	11349	140	0.9237	0.035
1624	4399	140	0.8971	-0.035
7532	7566	142	1.0	0.006
1346	8423	143	0.9135	14.016
1346	2895	143	0.9282	-17.026
2920	2949	143	0.9121	-17.027
1346	2920	143	0.862	-60.021
8047	12694	144	0.9499	-397.261
12696	12702	144	0.9768	-14.016
8047	12700	144	0.8953	-113.084
10178	12702	144	0.7759	296.222
12700	12702	144	0.9004	85.053
12700	12769	144	0.8622	-114.068
10178	12700	144	0.7512	211.169
12702	12808	144	0.8838	-114.068
12769	12808	144	0.8856	85.053
8047	12702	144	0.9513	-28.031
12748	12769	144	0.8691	-113.085
12748	12808	144	0.9209	-28.032
12702	12715	144	0.9082	42.047
12700	12715	144	0.8732	127.100
12715	12748	144	0.7939	-128.083
8047	12715	144	0.9556	14.016
10178	10237	144	0.8927	-12.000
12696	12700	144	0.8973	-99.069
8047	12696	144	0.9603	-14.016
7967	11445	145	0.8373	-1.979
11059	11445	145	0.8718	-15.995
6068	7967	145	0.8191	162.052
4298	11445	145	0.7368	146.057
3626	5344	145	0.7232	106.151
6022	6068	145	0.93	14.016
786	4298	145	0.9107	-84.094
3608	3626	145	0.7621	15.997
7293	11428	145	0.7795	-18.010
11452	11488	145	0.8999	15.996
786	11445	145	0.7201	61.964
11059	11472	145	0.8331	-44.025
3841	11402	145	0.759	0.001
11451	11488	145	0.93	-28.031
11457	11488	145	0.9018	-12.033
6022	11059	145	0.7203	190.083
11402	11428	145	0.7458	15.995
11409	11428	145	0.843	-18.010
786	3626	145	0.7254	-122.146
7293	11402	145	0.7526	-34.005
11457	14886	145	0.7607	-110.180
786	6068	145	0.8746	-98.109
11451	11452	145	0.901	-44.027
6076	11488	145	0.8668	162.053
6076	6106	145	0.792	14.015
786	5344	145	0.8069	-15.995
786	6022	145	0.9117	-112.125
7293	11409	145	0.8493	-0.000
3626	11409	145	0.8409	0.000
11451	11457	145	0.913	-15.998
786	3608	145	0.7174	-138.143
3626	7293	145	0.8381	0.001
7967	11059	145	0.8771	14.016
11445	14886	145	0.7701	-144.188
11402	11409	145	0.8408	34.005
11445	11472	145	0.8671	-28.031
4298	6022	145	0.9498	-28.031
3841	11409	145	0.7511	34.006
6068	11445	145	0.7019	160.073
6022	11445	145	0.7495	174.088
4298	11059	145	0.866	162.052
11445	11457	145	0.7403	-34.008
3626	11402	145	0.7829	-34.005
6022	7967	145	0.7026	176.067
4298	6068	145	0.9227	-14.016
7967	11472	145	0.8183	-30.010
3608	11409	145	0.7659	15.997
6068	11059	145	0.7008	176.067
3626	11428	145	0.7773	-18.010
11452	11457	145	0.9315	28.029
9992	10007	146	0.746	-245.044
1022	14095	147	0.7248	14.015
4030	7071	148	0.7648	5.991
1734	4063	148	0.9493	-0.000
4030	10289	148	0.7442	46.959
1988	4353	148	0.7443	-78.014
1988	5608	148	0.9495	-0.042
1734	5513	148	0.7591	122.109
5513	5608	148	0.7733	-0.042
3513	4063	148	0.7672	2.016
1988	5513	148	0.8008	-0.000
1734	3513	148	0.8032	-2.016
1734	4030	148	0.7835	-0.000
4030	4063	148	0.7859	0.000
7071	13810	148	0.7474	-164.069
3059	12267	149	0.9324	-0.001
3500	12076	149	0.9424	0.008
503	6960	149	0.9543	-14.016
7325	10325	149	0.9294	-0.000
542	6960	149	0.9594	-0.001
4898	7419	149	0.9504	-0.000
717	3675	149	0.9517	0.000
5656	6810	149	0.9583	0.000
4898	12076	149	0.951	0.008
244	3998	149	0.9456	-0.000
4739	7419	149	0.9741	-0.000
1409	4739	149	0.965	0.000
3076	7325	149	0.9289	-0.001
5779	13864	149	0.9207	-0.000
2629	10306	149	0.9483	-0.000
3933	7419	149	0.9435	-0.000
5656	5657	149	0.9344	-14.016
244	619	149	0.9268	-14.016
3500	4739	149	0.9424	0.000
10147	11181	149	0.9228	-14.017
4739	12098	149	0.9407	0.000
1409	9910	149	0.934	0.000
10306	10366	149	0.9657	0.000
3675	3998	149	0.9489	-0.000
1680	10366	149	0.9225	0.000
3998	7325	149	0.9321	-0.000
3998	10522	149	0.9438	0.000
3091	5122	149	0.9296	0.000
59	8560	149	0.9244	-0.000
3272	5057	149	0.9593	0.000
8560	14385	149	0.9228	0.000
3675	10522	149	0.9495	0.000
6592	8751	149	0.9283	0.000
717	3067	149	0.9266	14.016
4216	4898	149	0.9405	0.000
3500	12367	149	0.9687	0.009
4216	4739	149	0.9477	0.000
3602	10432	149	0.9207	0.000
257	3272	149	0.9859	0.000
1956	11181	149	0.9496	-0.000
542	10297	149	0.9614	-0.001
542	1077	149	0.9265	-0.001
4492	5656	149	0.9299	0.000
1680	14574	149	0.9231	-11.999
4739	4898	149	0.9438	-0.000
3933	4898	149	0.9484	-0.000
4739	12367	149	0.9417	0.008
3658	10522	149	0.956	-0.000
3477	7325	149	0.9218	-0.001
5694	14385	149	0.9374	0.001
59	14385	149	0.9358	0.000
3061	3602	149	0.9322	-28.031
619	717	149	0.93	14.016
662	5779	149	0.9443	0.000
3673	6810	149	0.9241	18.011
1409	6592	149	0.9413	0.000
59	6712	149	0.9513	-0.000
3658	7325	149	0.963	-0.000
1956	8560	149	0.9377	0.000
5694	11181	149	0.9467	0.000
619	1680	149	0.9316	-14.015
3477	10325	149	0.9296	-0.001
3272	5069	149	0.9734	0.000
12097	12427	149	0.9338	0.000
7419	12098	149	0.9491	0.000
3933	12098	149	0.9638	0.000
6401	14385	149	0.9223	12.000
12097	12540	149	0.9325	-0.000
4898	12098	149	0.9505	0.000
3067	9910	149	0.9734	0.000
3491	12540	149	0.9268	0.000
542	5057	149	0.9684	-0.000
3076	10522	149	0.9444	-0.000
2231	11181	149	0.9262	-0.001
3658	3998	149	0.9611	-0.000
717	1170	149	0.9393	0.001
5610	6712	149	0.9211	-14.016
12097	13707	149	0.9214	-14.016
717	3658	149	0.9582	0.000
2231	5694	149	0.9363	-0.001
4216	12367	149	0.9526	0.009
257	542	149	0.9759	0.001
503	3272	149	0.9528	-14.016
1409	7419	149	0.9606	-0.000
3500	12098	149	0.9621	0.000
6299	12267	149	0.9502	-0.001
1409	3067	149	0.9261	0.000
9910	12098	149	0.9407	0.000
257	5057	149	0.956	0.000
7427	12367	149	0.9379	0.008
3933	5657	149	0.9356	-0.000
9714	12540	149	0.9298	-0.000
4216	12098	149	0.9448	0.000
12097	13543	149	0.9257	-14.016
662	5122	149	0.9333	0.000
6712	14385	149	0.9435	0.001
1170	3076	149	0.9417	-0.001
59	11181	149	0.9339	-0.001
257	5069	149	0.9687	0.000
1077	3272	149	0.9307	0.000
1077	10297	149	0.9371	0.000
3500	4898	149	0.9544	0.000
1170	10522	149	0.9232	-0.001
717	3076	149	0.9584	0.000
12427	12540	149	0.9317	-0.000
361	10532	149	0.9293	0.000
3091	13864	149	0.9259	-0.000
257	10297	149	0.9753	0.000
503	5057	149	0.934	-14.015
59	1956	149	0.9386	-0.000
361	3061	149	0.9205	28.032
1424	6960	149	0.9403	-14.016
11181	14385	149	0.9458	0.001
503	10297	149	0.9413	-14.016
8318	10532	149	0.9282	0.000
1956	14385	149	0.9701	0.000
4216	5657	149	0.9623	0.000
5122	5779	149	0.9297	0.000
9910	12367	149	0.9435	0.008
244	7325	149	0.9565	-0.001
542	5069	149	0.978	-0.000
3067	7419	149	0.9479	-0.000
257	5656	149	0.9296	2.016
619	3998	149	0.9308	14.016
3500	5657	149	0.9471	0.000
717	7325	149	0.951	-0.000
257	503	149	0.9484	14.016
10147	14574	149	0.9464	0.000
5657	6810	149	0.9366	14.016
3500	7427	149	0.9487	0.000
361	10432	149	0.945	0.001
5069	6960	149	0.9515	-0.000
662	3091	149	0.9292	-0.000
542	6810	149	0.9267	2.015
5122	13864	149	0.9474	-0.000
10306	14385	149	0.9327	-26.015
257	1077	149	0.9387	0.000
3061	10306	149	0.9233	-0.000
1956	2231	149	0.9209	0.000
4898	12367	149	0.9622	0.008
5069	10297	149	0.9584	-0.000
3067	4216	149	0.9336	-0.000
7427	12098	149	0.9341	0.000
1956	3101	149	0.9214	0.000
3477	3658	149	0.9281	-0.000
3500	3933	149	0.9644	0.000
3067	12098	149	0.9313	0.000
7325	10522	149	0.9539	0.000
1077	6960	149	0.9619	-0.000
5057	6960	149	0.9487	-0.000
361	3602	149	0.9788	0.000
3059	6299	149	0.922	0.000
244	3076	149	0.9366	0.000
12076	12367	149	0.9473	0.000
619	10522	149	0.9296	14.016
12098	12367	149	0.9678	0.008
1956	5694	149	0.956	-0.001
503	1424	149	0.9482	0.000
4216	9910	149	0.9416	0.000
3933	7427	149	0.9498	-0.000
1424	12267	149	0.9235	-0.001
244	3675	149	0.9638	-0.000
3933	4739	149	0.9356	0.000
503	5069	149	0.9427	-14.015
3933	9910	149	0.9406	0.000
5656	12540	149	0.923	-12.000
244	10522	149	0.951	-0.000
619	3061	149	0.9291	-14.015
3500	7419	149	0.9481	0.000
503	5779	149	0.9264	0.000
7419	9910	149	0.9572	0.000
3076	8319	149	0.9321	0.000
2629	10366	149	0.9519	-0.000
13543	13707	149	0.959	0.000
244	3658	149	0.9685	-0.000
3500	4216	149	0.9578	0.000
3067	4739	149	0.951	0.000
4216	7419	149	0.9568	0.000
1077	1712	149	0.9208	0.000
3933	4216	149	0.9579	-0.000
257	6960	149	0.9742	-0.000
542	3272	149	0.98	-0.001
5694	10147	149	0.9242	14.017
4739	9910	149	0.9591	0.000
1680	10306	149	0.934	0.000
1680	3061	149	0.9381	0.000
1424	3059	149	0.9357	0.000
1956	6712	149	0.942	-0.000
1170	8319	149	0.9377	-0.000
3658	10325	149	0.9276	-0.001
5057	5069	149	0.9633	0.000
11886	12097	149	0.94	60.021
3272	10297	149	0.977	0.000
3059	3091	149	0.9517	-0.000
1077	1424	149	0.942	14.016
3675	7325	149	0.9493	-0.000
1077	14811	149	0.9207	0.000
3272	6960	149	0.9691	-0.000
503	662	149	0.9453	0.000
717	3998	149	0.9519	0.000
1956	6401	149	0.923	-11.999
7419	12367	149	0.9481	0.008
662	3059	149	0.9389	0.000
1424	6299	149	0.9299	0.000
717	10522	149	0.9668	0.000
244	717	149	0.9667	-0.000
257	6810	149	0.9285	2.016
6960	10297	149	0.967	0.000
1409	4898	149	0.9455	0.000
3658	3675	149	0.9734	-0.000
59	5694	149	0.9262	-0.001
503	542	149	0.9459	-14.015
3933	12367	149	0.9667	0.008
1680	10147	149	0.9335	-11.999
1712	14811	149	0.936	0.000
5057	10297	149	0.9459	-0.000
391	422	150	0.8612	-15.995
3507	11375	150	0.8618	-60.021
414	422	150	0.9029	-162.053
4819	9961	150	0.9733	-15.995
13365	13547	150	0.9263	-67.990
9403	9505	150	0.9109	15.995
422	14470	150	0.9074	125.996
400	14470	150	0.8847	140.011
3438	5558	150	0.8849	308.110
393	3636	150	0.8635	-308.112
3636	12940	150	0.892	-14.014
400	422	150	0.9157	14.016
391	9395	150	0.8938	14.015
391	9532	150	0.9093	-132.042
422	3945	150	0.951	-30.010
422	13547	150	0.8938	42.011
393	4073	150	0.9296	-162.053
12940	12990	150	0.9073	-146.058
3507	5558	150	0.8737	162.052
4073	11375	150	0.9059	-44.026
3507	10566	150	0.8999	-30.011
391	9961	150	0.8864	-14.015
4073	9961	150	0.9296	15.995
3636	9961	150	0.9053	162.054
3438	4819	150	0.9347	162.053
393	472	150	0.8707	-30.011
414	3945	150	0.8636	-192.063
422	13365	150	0.8782	110.000
393	5558	150	0.9735	15.995
393	9961	150	0.9024	-146.058
3438	10002	150	0.9204	162.053
10566	12940	150	0.9555	-146.057
13547	14470	150	0.9274	83.985
3945	4073	150	0.9213	15.995
11375	11425	150	0.8737	146.058
307	391	150	0.8848	-116.047
10566	11375	150	0.9377	-30.010
472	5558	150	0.8823	46.005
391	393	150	0.8758	132.042
9961	10002	150	0.9678	15.995
307	10110	150	0.9083	-15.996
3438	3636	150	0.9306	-15.996
391	9403	150	0.9175	-146.057
3507	4819	150	0.8905	15.995
3438	3507	150	0.9487	146.058
307	414	150	0.8675	30.010
4819	5558	150	0.9132	146.058
5558	10002	150	0.8819	-146.057
400	10566	150	0.916	-14.016
10566	12990	150	0.8614	-292.115
3507	10002	150	0.8699	15.995
3507	4073	150	0.9183	-15.995
307	3945	150	0.9305	-162.052
3636	4073	150	0.9024	146.059
391	4073	150	0.9289	-30.010
4819	10002	150	0.9728	0.001
400	13547	150	0.8621	56.026
307	4073	150	0.9415	-146.058
307	422	150	0.9097	-132.042
422	4073	150	0.9186	-14.015
414	6514	150	0.9612	15.995
3438	12940	150	0.9408	-30.010
13365	14470	150	0.9007	15.995
4073	10566	150	0.962	-14.016
3122	9477	151	0.9721	-2.017
309	14084	151	0.9638	-42.026
8075	11543	151	0.9695	-26.015
8022	8075	151	0.965	-0.000
403	8096	151	0.955	-110.088
4791	8141	151	0.9705	-18.012
3667	3690	151	0.9779	15.995
403	7039	151	0.9541	18.010
611	7793	151	0.9694	7.932
7697	7774	151	0.9524	13.979
8075	8263	151	0.967	214.136
797	2285	151	0.9681	10.005
3698	7774	151	0.9505	-15.997
3122	8141	151	0.9714	-20.028
5274	12874	151	0.9702	30.047
7144	12862	151	0.9554	-0.000
867	14084	151	0.9606	-70.021
7732	7793	151	0.9601	13.979
867	5274	151	0.9625	-208.161
3690	12710	151	0.9688	-7.932
5703	8263	151	0.9537	118.063
611	4791	151	0.9735	39.922
6771	8263	151	0.9706	143.149
1537	2285	151	0.9641	124.125
3069	6737	151	0.953	124.161
3667	9477	151	0.9822	18.010
3690	9635	151	0.9653	-46.006
8141	9477	151	0.9676	18.012
4791	11543	151	0.9707	-11.963
1848	11058	151	0.9749	-15.993
309	4731	151	0.9586	22.006
4218	14572	151	0.9564	0.000
867	1111	151	0.963	-86.016
403	1111	151	0.9567	-1.958
611	3122	151	0.9828	41.939
7497	12862	151	0.9734	-13.979
2285	3932	151	0.9597	12.037
611	12874	151	0.9721	69.969
8052	11543	151	0.9664	2.016
5274	8052	151	0.9642	-13.979
5274	9635	151	0.9657	-48.022
9635	11543	151	0.9671	36.058
4791	8263	151	0.9682	228.188
8075	12710	151	0.9677	-24.000
2285	3707	151	0.9666	-5.973
4791	9477	151	0.9714	-0.000
1747	9627	151	0.9672	1.980
5274	7442	151	0.9663	85.039
3707	3932	151	0.9453	18.010
2285	7697	151	0.9638	-182.094
8096	12862	151	0.952	-0.001
611	3690	151	0.976	37.907
3667	8141	151	0.9727	-0.001
3690	11543	151	0.968	-9.948
309	867	151	0.9575	27.995
3122	11543	151	0.9694	-13.979
403	8263	151	0.9635	104.084
3794	14084	151	0.9431	68.047
3122	13695	151	0.977	-41.028
3069	9677	151	0.946	-42.013
7442	12710	151	0.9623	-94.987
4791	12874	151	0.9702	30.047
1111	8141	151	0.9678	-140.158
8052	8108	151	0.9701	18.011
4791	6771	151	0.971	85.039
5274	8141	151	0.9689	-18.012
3667	12874	151	0.9728	48.057
3122	12710	151	0.9719	-11.964
9477	12874	151	0.9678	30.047
611	7798	151	0.9681	-4.031
13695	13728	151	0.9769	-2.015
1613	8096	151	0.9598	31.990
1564	1613	151	0.9684	-1.979
1613	11058	151	0.9483	-27.994
611	7442	151	0.97	124.961
403	769	151	0.9518	18.010
3667	12710	151	0.9785	8.063
12710	12874	151	0.9656	39.995
1747	8096	151	0.9687	46.006
8263	11543	151	0.9729	-240.151
4791	13728	151	0.9682	-41.027
9477	12862	151	0.9684	14.016
4246	13730	151	0.956	-13.980
11183	14084	151	0.9492	-50.924
9677	13641	151	0.9517	0.002
309	8263	151	0.9686	48.021
7144	7497	151	0.9721	13.978
1992	3069	151	0.948	-52.083
3690	12874	151	0.9649	32.062
5274	8175	151	0.9709	2.017
3069	8141	151	0.9708	-18.013
9477	13728	151	0.9715	-41.026
383	8263	151	0.956	65.974
5274	13728	151	0.9668	-41.027
3122	5274	151	0.9734	-2.016
3122	12874	151	0.9719	28.031
8141	9635	151	0.968	-30.009
383	14084	151	0.9504	-24.073
8052	8075	151	0.9678	28.031
3667	7442	151	0.9724	103.050
11543	12710	151	0.9708	2.015
8075	12862	151	0.9621	-0.037
9477	9635	151	0.9672	-48.021
403	5703	151	0.9773	-13.979
403	14084	151	0.9546	14.037
4218	4246	151	0.9555	2.016
3667	9635	151	0.973	-30.011
3690	9477	151	0.9739	2.015
7442	9635	151	0.9668	-133.061
8052	12710	151	0.9684	4.031
1111	4731	151	0.9705	80.026
3743	13728	151	0.9727	15.994
403	797	151	0.9572	2.016
3069	13730	151	0.9591	-31.991
403	1747	151	0.9683	-156.094
797	7039	151	0.9727	15.994
611	9635	151	0.9699	-8.099
7732	7774	151	0.951	13.978
3122	3667	151	0.9804	-20.027
2285	6725	151	0.9565	-11.963
8263	12556	151	0.9488	-286.160
867	2075	151	0.953	20.063
1537	3707	151	0.9432	118.151
797	3707	151	0.9467	4.031
3122	4791	151	0.9723	-2.016
7793	7798	151	0.9584	-11.964
6771	11543	151	0.9663	-97.002
1613	1848	151	0.9467	-12.001
4791	5274	151	0.9713	0.000
8075	9477	151	0.9667	-14.052
1613	1747	151	0.9707	-14.016
611	3667	151	0.9869	21.912
6771	8141	151	0.9666	-103.051
403	1613	151	0.9536	-142.078
3667	4791	151	0.9749	18.010
11543	12874	151	0.9677	42.010
611	8141	151	0.9722	21.910
1926	5768	155	0.751	-2.016
5768	6935	155	0.7423	-0.000
7142	8356	156	0.709	-0.122
7142	8693	156	0.7239	0.011
12484	12487	157	0.957	17.026
11811	11821	158	0.947	-129.041
11804	11821	158	0.9543	-129.041
11637	11808	158	0.9683	112.015
11637	11702	158	0.9361	-10.022
7822	12112	158	0.9351	-139.063
7822	12153	158	0.9349	-0.000
12143	12149	158	0.9354	-10.021
11659	11683	158	0.9684	-17.027
11702	11811	158	0.9307	122.036
11702	11804	158	0.941	122.036
11821	12143	158	0.933	-60.988
11804	11811	158	0.9807	-0.001
7822	11804	158	0.9233	10.021
11804	11808	158	0.9785	0.001
11823	12149	158	0.9299	-60.987
11702	11823	158	0.9531	-17.027
7822	11811	158	0.9374	10.020
11637	11821	158	0.9546	-17.027
11637	11804	158	0.9736	112.014
2407	11702	158	0.9367	10.021
11637	12143	158	0.9262	-78.015
11683	11823	158	0.9434	26.015
11702	11808	158	0.9262	122.037
11821	11823	158	0.9332	-10.022
2407	12112	158	0.9309	-17.026
11637	11811	158	0.9729	112.014
11659	11702	158	0.9635	26.016
11808	11821	158	0.9471	-129.042
2407	7822	158	0.9386	122.037
11702	12149	158	0.9334	-78.014
7822	11808	158	0.9376	10.021
11808	11811	158	0.9853	-0.001
8805	8825	159	0.9397	0.001
8822	8969	159	0.8297	-17.028
8872	9087	159	0.905	-35.037
7981	8845	159	0.8776	-40.032
8845	9014	159	0.8969	-17.027
8845	8872	159	0.8686	15.994
8591	8815	159	0.8554	-2.963
7981	8773	159	0.9338	-10.059
8822	8872	159	0.8619	256.110
8825	9156	159	0.8878	-45.059
8872	8925	159	0.8571	0.000
8805	9156	159	0.9148	-45.058
8773	8872	159	0.9006	-13.979
8805	8822	159	0.8236	0.001
8969	9019	159	0.9135	0.001
8805	8969	159	0.9327	-17.027
9019	9156	159	0.8955	-28.031
8822	8845	159	0.867	240.115
8773	9053	159	0.8633	30.011
8773	8822	159	0.9087	-270.089
3512	8845	159	0.8999	-0.001
8825	9019	159	0.9572	-17.027
8773	8845	159	0.8795	-29.974
3512	9014	159	0.9128	-17.028
8805	9019	159	0.9345	-17.026
8822	9156	159	0.8334	-45.059
4753	8800	159	0.8778	27.047
7981	8822	159	0.8993	-280.148
8591	8773	159	0.8429	-16.979
8591	9164	159	0.8764	14.016
8815	9164	159	0.8254	16.979
8800	8815	159	0.8372	15.995
9053	9164	159	0.8281	0.984
7981	8872	159	0.8596	-24.038
8969	9156	159	0.962	-28.031
8825	8969	159	0.9123	-17.028
9981	9982	160	0.7458	261.016
9978	11401	160	0.7332	-79.999
9504	13012	160	0.7082	-61.067
